snomedctconceptid	medcodeid	term	term_main
187702003	288556012	Malignant neoplasm of nasopharyngeal soft palate surface	cancer
187692001	288522018	Malignant neoplasm of nasopharynx	cancer
187692001	288564018	Malignant neoplasm of nasopharynx NOS	cancer
363489000	289429015	Malignant neoplasm of neck NOS	cancer
372063002	289397014	Malignant neoplasm of nervous system NOS	cancer
188147009	289137018	Malignant neoplasm of nipple and areola of female breast	cancer
188163001	289153015	Malignant neoplasm of nipple and areola of male breast	cancer
93924008	155417012	Malignant neoplasm of nipple of female breast	cancer
93925009	155418019	Malignant neoplasm of nipple of male breast	cancer
188147009	289140018	Malignant neoplasm of nipple or areola of female breast NOS	cancer
188163001	289156011	Malignant neoplasm of nipple or areola of male breast NOS	cancer
1090251000000105	289427018	Malignant neoplasm of nose NOS	cancer
93927001	155421017	Malignant neoplasm of occipital bone	cancer
363470000	482733013	Malignant neoplasm of occipital lobe	cancer
363402007	1216488012	Malignant neoplasm of oesophagus	cancer
363402007	403674011	Malignant neoplasm of oesophagus NOS	cancer
188308004	289369015	Malignant neoplasm of olfactory bulb	cancer
363421004	482641017	Malignant neoplasm of omentum	cancer
363498002	155425014	Malignant neoplasm of optic nerve	cancer
363462005	723541000006115	Malignant neoplasm of orbit	cancer
363462005	289319011	Malignant neoplasm of orbit NOS	cancer
187906008	288875012	Malignant neoplasm of orbital bone	cancer
363392002	723571000006111	Malignant neoplasm of oropharynx	cancer
363392002	288518011	Malignant neoplasm of oropharynx NOS	cancer
363392002	288516010	Malignant neoplasm of oropharynx, other specified sites	cancer
302817000	723601000006116	Malignant neoplasm of other and ill defined site NOS	cancer
302817000	289423019	Malignant neoplasm of other and ill-defined sites	cancer
363505006	288450015	Malignant neoplasm of other and unspecified parts of mouth	cancer
363346000	289574012	Malignant neoplasm of other and unspecified site NOS	cancer
363346000	723641000006119	Malignant neoplasm of other and unspecified site OS	cancer
363346000	406265010	Malignant neoplasm of other and unspecified sites	cancer
363378008	288437016	Malignant neoplasm of other major salivary glands	cancer
363515000	289251014	Malignant neoplasm of other male genital organ	cancer
363515000	289259011	Malignant neoplasm of other male genital organ NOS	cancer
428061005	289364013	Malignant neoplasm of other part of brain NOS	cancer
428061005	289360016	Malignant neoplasm of other parts of brain	cancer
363354003	289178016	Malignant neoplasm of other site of cervix	cancer
363354003	289181014	Malignant neoplasm of other site of cervix NOS	cancer
372064008	289148013	Malignant neoplasm of other site of female breast	cancer
372064008	289150017	Malignant neoplasm of other site of female breast NOS	cancer
372095001	289157019	Malignant neoplasm of other site of male breast	cancer
93986008	288857011	Malignant neoplasm of other site of respiratory tract	cancer
399326009	289279015	Malignant neoplasm of other site of urinary bladder	cancer
428322007	289203018	Malignant neoplasm of other site of uterine adnexa	cancer
371972005	289197016	Malignant neoplasm of other site of uterine body	cancer
271323007	723801000006115	Malignant neoplasm of other sites lip, oral cavity, pharynx	cancer
363358000	288832018	Malignant neoplasm of other sites of bronchus or lung	cancer
363385007	288448011	Malignant neoplasm of other sites of floor of mouth	cancer
363382005	288439018	Malignant neoplasm of other sites of gum	cancer
363348004	288406016	Malignant neoplasm of other sites of lip	cancer
363375006	288434011	Malignant neoplasm of other sites of tongue	cancer
387922007	289421017	Malignant neoplasm of other specified endocrine gland	cancer
363514001	289217010	Malignant neoplasm of other specified female genital organ	cancer
363399006	288570012	Malignant neoplasm of other specified hypopharyngeal site	cancer
363505006	288473011	Malignant neoplasm of other specified mouth parts	cancer
372063002	289396017	Malignant neoplasm of other specified part of nervous system	cancer
363402007	288614016	Malignant neoplasm of other specified part of oesophagus	cancer
363433009	288839010	Malignant neoplasm of other specified pleura	cancer
363461003	289329016	Malignant neoplasm of other specified site of eye	cancer
187692001	288563012	Malignant neoplasm of other specified site of nasopharynx	cancer
363392002	288517018	Malignant neoplasm of other specified site of oropharynx NOS	cancer
363349007	288652015	Malignant neoplasm of other specified site of stomach	cancer
363349007	288655018	Malignant neoplasm of other specified site of stomach NOS	cancer
363509000	723221000006112	Malignant neoplasm of other specified site small intestine	cancer
363346000	289448016	Malignant neoplasm of other specified sites	cancer
363406005	288671018	Malignant neoplasm of other specified sites of colon	cancer
363418001	288731016	Malignant neoplasm of other specified sites of pancreas	cancer
372130007	289131017	Malignant neoplasm of other specified skin sites	cancer
126879004	289297011	Malignant neoplasm of other urinary organs	cancer
363443007	723281000006111	Malignant neoplasm of ovary	cancer
428322007	289199018	Malignant neoplasm of ovary and other uterine adnexa	cancer
109371002	723301000006110	Malignant neoplasm of overlapping lesion of bronchus & lung	cancer
188198003	289196013	Malignant neoplasm of overlapping lesion of corpus uteri	cancer
187624007	288404018	Malignant neoplasm of overlapping lesion of lip	cancer
110013004	723321000006117	Malignant neoplasm of overlapping lesion of tonsil	cancer
188256008	289298018	Malignant neoplasm of overlapping lesion of urinary organs	cancer
109885001	723341000006112	Malignant neoplasm of overlapping lesion of vulva	cancer
363390005	288471013	Malignant neoplasm of palate NOS	cancer
363390005	288469013	Malignant neoplasm of palate unspecified	cancer
363393007	1228529013	Malignant neoplasm of palatine tonsil	cancer
254459004	2475984012	Malignant neoplasm of palatoglossal arch	cancer
187675005	723391000006115	Malignant neoplasm of palatopharyngeal arch	cancer
363418001	723401000006118	Malignant neoplasm of pancreas	cancer
363418001	288736014	Malignant neoplasm of pancreas NOS	cancer
187793004	288723014	Malignant neoplasm of pancreatic duct	cancer
448674007	155441010	Malignant neoplasm of parametrium	cancer
363481002	723441000006116	Malignant neoplasm of parathyroid gland	cancer
363460002	723451000006119	Malignant neoplasm of paraurethral glands	cancer
93945001	155444019	Malignant neoplasm of parietal bone	cancer
363469001	482732015	Malignant neoplasm of parietal lobe	cancer
93947009	155446017	Malignant neoplasm of parietal peritoneum	cancer
449067008	155447014	Malignant neoplasm of parietal pleura	cancer
363379000	723501000006117	Malignant neoplasm of parotid gland	cancer
93950007	155449012	Malignant neoplasm of patella	cancer
187952001	288924010	Malignant neoplasm of pelvic bones, sacrum and coccyx	cancer
449377002	155452016	Malignant neoplasm of pelvic peritoneum	cancer
363484005	722761000006119	Malignant neoplasm of pelvis	cancer
363484005	289445018	Malignant neoplasm of pelvis NOS	cancer
187952001	288930010	Malignant neoplasm of pelvis, sacrum or coccyx NOS	cancer
363515000	289260018	Malignant neoplasm of penis and other male genital organ NOS	cancer
363515000	289242018	Malignant neoplasm of penis and other male genital organs	cancer
363516004	289249010	Malignant neoplasm of penis, part unspecified	cancer
93956001	155458017	Malignant neoplasm of perianal skin	cancer
93957005	155459013	Malignant neoplasm of pericardium	cancer
187803004	288741018	Malignant neoplasm of perinephric tissue	cancer
188326001	289389019	Malignant neoplasm of peripheral nerve of abdomen	cancer
188324003	722871000006117	Malignant neoplasm of peripheral nerve of low limb, incl hip	cancer
188327005	289390011	Malignant neoplasm of peripheral nerve of pelvis	cancer
188325002	289388010	Malignant neoplasm of peripheral nerve of thorax	cancer
188323009	722901000006117	Malignant neoplasm of peripheral nerve,upp limb,incl should	cancer
188322004	722911000006119	Malignant neoplasm of peripheral nerves of head, face & neck	cancer
187978005	288952018	Malignant neoplasm of phalanges of foot	cancer
187950009	288922014	Malignant neoplasm of phalanges of hand	cancer
187697007	288546013	Malignant neoplasm of pharyngeal recess	cancer
187694000	288532013	Malignant neoplasm of pharyngeal tonsil	cancer
363507003	288573014	Malignant neoplasm of pharynx unspecified	cancer
363483004	722961000006116	Malignant neoplasm of pineal gland	cancer
277156006	455404011	Malignant neoplasm of pinna NEC	cancer
363482009	722981000006114	Malignant neoplasm of pituitary gland	cancer
721567004	155468010	Malignant neoplasm of placenta	cancer
363433009	723001000006113	Malignant neoplasm of pleura	cancer
363433009	288840012	Malignant neoplasm of pleura NOS	cancer
188298006	289358018	Malignant neoplasm of pons	cancer
363400004	723031000006117	Malignant neoplasm of postcricoid region	cancer
448670003	155473016	Malignant neoplasm of posterior mediastinum	cancer
187709007	288568015	Malignant neoplasm of posterior pharynx	cancer
363376007	1228509012	Malignant neoplasm of posterior third of tongue	cancer
187693006	288529010	Malignant neoplasm of posterior wall of nasopharynx	cancer
187693006	288541015	Malignant neoplasm of posterior wall of nasopharynx NOS	cancer
187688008	288515014	Malignant neoplasm of posterior wall of oropharynx	cancer
1090971000000105	288654019	Malignant neoplasm of posterior wall of stomach NEC	cancer
188243001	289272012	Malignant neoplasm of posterior wall of urinary bladder	cancer
363450006	1228575017	Malignant neoplasm of prepuce (foreskin)	cancer
1090291000000102	722341000006119	Malignant neoplasm of prepylorus of stomach	cancer
93973004	155477015	Malignant neoplasm of presacral region	cancer
399068003	722361000006115	Malignant neoplasm of prostate	cancer
93975006	155479017	Malignant neoplasm of pubis	cancer
187740000	288641014	Malignant neoplasm of pyloric antrum of stomach	cancer
187738005	288638017	Malignant neoplasm of pyloric canal of stomach	cancer
187736009	288635019	Malignant neoplasm of pylorus of stomach	cancer
187736009	288639013	Malignant neoplasm of pylorus of stomach NOS	cancer
363401000	722421000006115	Malignant neoplasm of pyriform sinus	cancer
93979000	155483017	Malignant neoplasm of radius	cancer
363414004	722441000006110	Malignant neoplasm of rectosigmoid junction	cancer
363351006	155488014	Malignant neoplasm of rectum	cancer
187760008	288675010	Malignant neoplasm of rectum, rectosigmoid junction and anus	cancer
188252005	722471000006119	Malignant neoplasm of renal calyces	cancer
363457009	722481000006116	Malignant neoplasm of renal pelvis	cancer
363457009	289296019	Malignant neoplasm of renal pelvis NOS	cancer
449096009	288858018	Malignant neoplasm of respiratory tract NOS	cancer
188219004	722511000006112	Malignant neoplasm of retained testis	cancer
363465007	722521000006116	Malignant neoplasm of retina	cancer
187804005	288742013	Malignant neoplasm of retrocaecal tissue	cancer
363391009	722541000006111	Malignant neoplasm of retromolar area	cancer
363420003	1228549016	Malignant neoplasm of retroperitoneum	cancer
187801002	288739019	Malignant neoplasm of retroperitoneum and peritoneum	cancer
187801002	288757018	Malignant neoplasm of retroperitoneum and peritoneum NOS	cancer
363420003	288744014	Malignant neoplasm of retroperitoneum NOS	cancer
93990005	155495017	Malignant neoplasm of rib	cancer
187920001	288897014	Malignant neoplasm of rib, sternum and clavicle NOS	cancer
187920001	288889019	Malignant neoplasm of ribs, sternum and clavicle	cancer
363390005	1228523014	Malignant neoplasm of roof of mouth	cancer
363397008	1228532011	Malignant neoplasm of roof of nasopharynx	cancer
187956003	288928013	Malignant neoplasm of sacral vertebra	cancer
93995000	155501015	Malignant neoplasm of sacrococcygeal region	cancer
188103003	289092013	Malignant neoplasm of scalp	cancer
188102008	289091018	Malignant neoplasm of scalp and skin of neck	cancer
188102008	289094014	Malignant neoplasm of scalp or skin of neck NOS	cancer
93997008	155503017	Malignant neoplasm of scapula	cancer
187929000	288898016	Malignant neoplasm of scapula and long bones of upper arm	cancer
363454002	723111000006110	Malignant neoplasm of scrotum	cancer
94000008	289066018	Malignant neoplasm of sebaceous gland	cancer
187974007	288948018	Malignant neoplasm of second metatarsal bone	cancer
188234005	289252019	Malignant neoplasm of seminal vesicle	cancer
363423001	721961000006111	Malignant neoplasm of septum of nose	cancer
712525007	403698016	Malignant neoplasm of short bones of leg	cancer
712525007	288953011	Malignant neoplasm of short bones of leg NOS	cancer
363410008	721991000006115	Malignant neoplasm of sigmoid colon	cancer
372130007	1806421000006110	Malignant neoplasm of skin	cancer
372130007	289132012	Malignant neoplasm of skin NOS	cancer
188110009	289099016	Malignant neoplasm of skin of abdominal wall	cancer
94008001	155517014	Malignant neoplasm of skin of ankle	cancer
188090007	289079010	Malignant neoplasm of skin of auricle (ear)	cancer
188107002	289096011	Malignant neoplasm of skin of axillary fold	cancer
94011000	155520018	Malignant neoplasm of skin of back	cancer
94012007	155521019	Malignant neoplasm of skin of breast	cancer
94013002	155522014	Malignant neoplasm of skin of buttock	cancer
188095002	289084016	Malignant neoplasm of skin of cheek, external	cancer
372126009	289097019	Malignant neoplasm of skin of chest, excluding breast	cancer
94016005	155525011	Malignant neoplasm of skin of chin	cancer
188091006	289080013	Malignant neoplasm of skin of external auditory meatus	cancer
94020009	155529017	Malignant neoplasm of skin of eyebrow	cancer
94023006	155533012	Malignant neoplasm of skin of finger	cancer
94024000	155534018	Malignant neoplasm of skin of foot	cancer
188122007	289111016	Malignant neoplasm of skin of fore-arm	cancer
94026003	155536016	Malignant neoplasm of skin of forehead	cancer
188138001	289127011	Malignant neoplasm of skin of great toe	cancer
94027007	155537013	Malignant neoplasm of skin of groin	cancer
94028002	155538015	Malignant neoplasm of skin of hand	cancer
188135003	289124016	Malignant neoplasm of skin of heel	cancer
94029005	155539011	Malignant neoplasm of skin of hip	cancer
94030000	155540013	Malignant neoplasm of skin of knee	cancer
94032008	155542017	Malignant neoplasm of skin of lip	cancer
188133005	289122017	Malignant neoplasm of skin of lower leg	cancer
188127001	289116014	Malignant neoplasm of skin of lower limb and hip	cancer
188127001	289128018	Malignant neoplasm of skin of lower limb or hip NOS	cancer
94034009	155545015	Malignant neoplasm of skin of neck	cancer
188099008	289088018	Malignant neoplasm of skin of nose (external)	cancer
94036006	155547011	Malignant neoplasm of skin of perineum	cancer
188132000	289121012	Malignant neoplasm of skin of popliteal fossa area	cancer
311779007	455405012	Malignant neoplasm of skin of scapular region	cancer
94039004	155550014	Malignant neoplasm of skin of shoulder	cancer
188100000	289089014	Malignant neoplasm of skin of temple	cancer
94041003	155552018	Malignant neoplasm of skin of thigh	cancer
188125009	289114012	Malignant neoplasm of skin of thumb	cancer
94042005	155553011	Malignant neoplasm of skin of toe	cancer
372126009	289095010	Malignant neoplasm of skin of trunk, excluding scrotum	cancer
372126009	289107010	Malignant neoplasm of skin of trunk, excluding scrotum, NOS	cancer
94044006	155556015	Malignant neoplasm of skin of umbilicus	cancer
188121000	289110015	Malignant neoplasm of skin of upper arm	cancer
188119005	289108017	Malignant neoplasm of skin of upper limb and shoulder	cancer
188119005	289115013	Malignant neoplasm of skin of upper limb or shoulder NOS	cancer
363509000	721601000006117	Malignant neoplasm of small intestine and duodenum	cancer
363509000	288663017	Malignant neoplasm of small intestine NOS	cancer
363388009	721621000006110	Malignant neoplasm of soft palate	cancer
363440005	1228566019	Malignant neoplasm of soft tissue of face	cancer
363439008	1228565015	Malignant neoplasm of soft tissue of head	cancer
363441009	1228567011	Malignant neoplasm of soft tissue of neck	cancer
187808008	288747019	Malignant neoplasm of specified parts of peritoneum	cancer
187808008	288756010	Malignant neoplasm of specified parts of peritoneum NOS	cancer
363346000	289452016	Malignant neoplasm of specified site NOS	cancer
363418001	288735013	Malignant neoplasm of specified site of pancreas NOS	cancer
363453008	721701000006112	Malignant neoplasm of spermatic cord	cancer
94066004	155582012	Malignant neoplasm of sphenoid bone	cancer
363428005	721721000006119	Malignant neoplasm of sphenoidal sinus	cancer
187786003	288711015	Malignant neoplasm of sphincter of Oddi	cancer
363475005	721751000006111	Malignant neoplasm of spinal cord	cancer
363476006	482740014	Malignant neoplasm of spinal meninges	cancer
363497007	289383018	Malignant neoplasm of spinal meninges NOS	cancer
363499005	288760013	Malignant neoplasm of spleen NEC	cancer
363499005	288763010	Malignant neoplasm of spleen NOS	cancer
363413005	721821000006114	Malignant neoplasm of splenic flexure of colon	cancer
188184006	289180010	Malignant neoplasm of squamocolumnar junction of cervix	cancer
94073009	155592016	Malignant neoplasm of sternum	cancer
363349007	721851000006117	Malignant neoplasm of stomach	cancer
363349007	288656017	Malignant neoplasm of stomach NOS	cancer
363430007	721871000006110	Malignant neoplasm of subglottis	cancer
363381003	721881000006113	Malignant neoplasm of sublingual gland	cancer
363380002	1228513017	Malignant neoplasm of submandibular gland	cancer
1090951000000101	289430013	Malignant neoplasm of supraclavicular fossa NOS	cancer
187842004	288797015	Malignant neoplasm of supraglottis	cancer
94081005	721091000006119	Malignant neoplasm of sweat gland	cancer
187792009	288720012	Malignant neoplasm of tail of pancreas	cancer
94083008	155604019	Malignant neoplasm of talus	cancer
187988006	288963015	Malignant neoplasm of tarsus of eyelid	cancer
94085001	155607014	Malignant neoplasm of temporal bone	cancer
363468009	482731010	Malignant neoplasm of temporal lobe	cancer
363468009	289349013	Malignant neoplasm of temporal lobe NOS	cancer
363449006	721171000006119	Malignant neoplasm of testis	cancer
363449006	403702017	Malignant neoplasm of testis NOS	cancer
188287005	289345019	Malignant neoplasm of thalamus	cancer
187814001	288754013	Malignant neoplasm of the pouch of Douglas	cancer
187947006	288919012	Malignant neoplasm of third metacarpal bone	cancer
187723009	288594012	Malignant neoplasm of thoracic oesophagus	cancer
187917009	288886014	Malignant neoplasm of thoracic vertebra	cancer
188361007	289432017	Malignant neoplasm of thorax	cancer
188361007	289438018	Malignant neoplasm of thorax NOS	cancer
363434003	721271000006114	Malignant neoplasm of thymus	cancer
187881004	288841011	Malignant neoplasm of thymus, heart and mediastinum	cancer
187846001	288802014	Malignant neoplasm of thyroid cartilage	cancer
363478007	721291000006110	Malignant neoplasm of thyroid gland	cancer
94099002	155624015	Malignant neoplasm of tibia	cancer
363375006	721311000006114	Malignant neoplasm of tongue	cancer
363375006	288435012	Malignant neoplasm of tongue NOS	cancer
187644001	288433017	Malignant neoplasm of tongue, junctional zone	cancer
187637005	288419017	Malignant neoplasm of tongue, tip and lateral border	cancer
363393007	721351000006110	Malignant neoplasm of tonsil	cancer
363394001	721361000006112	Malignant neoplasm of tonsillar fossa	cancer
363394001	288505015	Malignant neoplasm of tonsillar fossa NOS	cancer
187675005	288486019	Malignant neoplasm of tonsillar pillar	cancer
363432004	721391000006116	Malignant neoplasm of trachea	cancer
363432004	288811014	Malignant neoplasm of trachea NOS	cancer
430621000	288808013	Malignant neoplasm of trachea, bronchus and lung	cancer
363408006	721421000006112	Malignant neoplasm of transverse colon	cancer
188239000	289262014	Malignant neoplasm of trigone of urinary bladder	cancer
1090311000000101	289450012	Malignant neoplasm of trunk NOS	cancer
188235006	289257013	Malignant neoplasm of tunica vaginalis	cancer
187830009	2475564017	Malignant neoplasm of turbinate	cancer
187836003	288787012	Malignant neoplasm of tympanic antrum	cancer
187835004	288784017	Malignant neoplasm of tympanic cavity	cancer
94112009	155641018	Malignant neoplasm of ulna	cancer
188219004	289223017	Malignant neoplasm of undescended testis	cancer
188219004	289234019	Malignant neoplasm of undescended testis NOS	cancer
302817000	289561018	Malignant neoplasm of unspecified site	cancer
363346000	289571016	Malignant neoplasm of unspecified site NOS	cancer
187659007	288454012	Malignant neoplasm of upper buccal sulcus	cancer
313249007	457110018	Malignant neoplasm of upper eyelid	cancer
363383000	720761000006115	Malignant neoplasm of upper gum	cancer
363503004	289446017	Malignant neoplasm of upper limb NOS	cancer
187606005	720791000006111	Malignant neoplasm of upper lip, buccal aspect	cancer
421249001	720801000006112	Malignant neoplasm of upper lip, external	cancer
187608006	288372017	Malignant neoplasm of upper lip, frenulum	cancer
187606005	288363013	Malignant neoplasm of upper lip, inner aspect	cancer
187606005	288377011	Malignant neoplasm of upper lip, inner aspect NOS	cancer
187601000	288350019	Malignant neoplasm of upper lip, lipstick area	cancer
187606005	288364019	Malignant neoplasm of upper lip, mucosa	cancer
187606005	288362015	Malignant neoplasm of upper lip, oral aspect	cancer
363372009	1228504019	Malignant neoplasm of upper lip, vermilion border	cancer
363372009	288351015	Malignant neoplasm of upper lip, vermilion border NOS	cancer
187861000	288819011	Malignant neoplasm of upper lobe bronchus	cancer
187862007	288820017	Malignant neoplasm of upper lobe of lung	cancer
269464000	403688010	Malignant neoplasm of upper lobe, bronchus or lung	cancer
269464000	288821018	Malignant neoplasm of upper lobe, bronchus or lung NOS	cancer
187725002	288602012	Malignant neoplasm of upper third of oesophagus	cancer
188152004	289142014	Malignant neoplasm of upper-inner quadrant of female breast	cancer
188154003	289144010	Malignant neoplasm of upper-outer quadrant of female breast	cancer
363456000	720951000006119	Malignant neoplasm of urachus	cancer
363458004	720961000006117	Malignant neoplasm of ureter	cancer
188245008	289276010	Malignant neoplasm of ureteric orifice	cancer
188253000	289294016	Malignant neoplasm of ureteropelvic junction	cancer
363459007	720991000006113	Malignant neoplasm of urethra	cancer
399326009	1786811017	Malignant neoplasm of urinary bladder	cancer
399326009	289281018	Malignant neoplasm of urinary bladder NOS	cancer
428322007	289204012	Malignant neoplasm of uterine adnexa NOS	cancer
371973000	289166015	Malignant neoplasm of uterus, part unspecified	cancer
363389001	721041000006111	Malignant neoplasm of uvula	cancer
363445000	721051000006113	Malignant neoplasm of vagina	cancer
363445000	289208010	Malignant neoplasm of vagina NOS	cancer
188209005	289207017	Malignant neoplasm of vaginal vault	cancer
363395000	721481000006111	Malignant neoplasm of vallecula	cancer
94134006	155669014	Malignant neoplasm of ventral surface of tongue	cancer
1090271000000101	288429012	Malignant neoplasm of ventral tongue surface NOS	cancer
421249001	288407013	Malignant neoplasm of vermilion border of lip unspecified	cancer
363438000	720341000006115	Malignant neoplasm of vertebral column	cancer
363438000	288888010	Malignant neoplasm of vertebral column NOS	cancer
187658004	288453018	Malignant neoplasm of vestibule of mouth	cancer
187658004	288468017	Malignant neoplasm of vestibule of mouth NOS	cancer
187831008	288775017	Malignant neoplasm of vestibule of nose	cancer
449308006	155675017	Malignant neoplasm of visceral pleura	cancer
94142007	155677013	Malignant neoplasm of vomer	cancer
363367000	403701012	Malignant neoplasm of vulva unspecified	cancer
187716008	288578017	Malignant neoplasm of Waldeyer's ring	cancer
187927003	288896017	Malignant neoplasm of xiphoid process	cancer
94145009	155681013	Malignant neoplasm of zygomatic bone	cancer
363415003	720451000006113	Malignant neoplasm other gallbladder/extrahepatic bile duct	cancer
255077007	720461000006110	Malignant neoplasm other spec digestive tract and peritoneum	cancer
94047004	720471000006115	Malignant neoplasm overlapping lesion of skin	cancer
188339002	720481000006117	Malignant neoplasm pituitary gland and craniopharyngeal duct	cancer
254484001	720491000006119	Malignant neoplasm posterior margin nasal septum and choanae	cancer
187760008	720501000006110	Malignant neoplasm rectum,rectosigmoid junction and anus NOS	cancer
188089003	720511000006113	Malignant neoplasm skin of ear and external auricular canal	cancer
363346000	720521000006117	Malignant neoplasm skin of other and unspecified parts face	cancer
363346000	720531000006119	Malignant neoplasm skin other and unspec part of face NOS	cancer
187989003	288964014	Malignant neoplasm soft tissues of cervical spine	cancer
363393007	288478019	Malignant neoplasm tonsil NOS	cancer
188026007	720571000006116	Malignant neoplasm, overlap lesion connective & soft tissue	cancer
93841009	720581000006118	Malignant neoplasm, overlap lesion of resp & intrathor orgs	cancer
109874003	720591000006115	Malignant neoplasm, overlapping lesion male genital orgs	cancer
187838002	288790018	Malignant neoplasm, overlapping lesion of accessory sinuses	cancer
109847004	1219537012	Malignant neoplasm, overlapping lesion of biliary tract	cancer
188247000	289280017	Malignant neoplasm, overlapping lesion of bladder	cancer
109912006	720631000006115	Malignant neoplasm, overlapping lesion of brain	cancer
188157005	289147015	Malignant neoplasm, overlapping lesion of breast	cancer
188180002	289175018	Malignant neoplasm, overlapping lesion of cervix uteri	cancer
187757001	288670017	Malignant neoplasm, overlapping lesion of colon	cancer
187824009	288764016	Malignant neoplasm, overlapping lesion of digestive system	cancer
109948008	1217367011	Malignant neoplasm, overlapping lesion of eye and adnexa	cancer
109830000	1219533011	Malignant neoplasm, overlapping lesion of floor of mouth	cancer
109369002	1219468014	Malignant neoplasm, overlapping lesion of larynx	cancer
109367000	1219467016	Malignant neoplasm, overlapping lesion of nasopharynx	cancer
109835005	1215862010	Malignant neoplasm, overlapping lesion of oesophagus	cancer
109848009	1219538019	Malignant neoplasm, overlapping lesion of pancreas	cancer
109875002	1219540012	Malignant neoplasm, overlapping lesion of penis	cancer
109837002	1219535016	Malignant neoplasm, overlapping lesion of small intestine	cancer
109836006	1219534017	Malignant neoplasm, overlapping lesion of stomach	cancer
109919002	720001000006119	Malignant neoplasm,overlap lesion periph nerve & auton ns	cancer
1090931000000108	720011000006116	Malignant neoplasm-pluriglandular involvement,unspecified	cancer
1090871000000102	720021000006112	Malignant neoplasm/bones+articular cartilage/limb,unspfd	cancer
109347009	720031000006110	Malignant neoplasm/overlap lesion/bone+articulr cartilage	cancer
109878000	720041000006117	Malignant neoplasm/overlapping lesion/feml genital organs	cancer
1090901000000102	720051000006115	Malignant neoplasm/peripheral nerves of trunk,unspecified	cancer
188478004	289566011	Malignant neoplasms of independent (primary) multiple sites	cancer
118600007	289849019	Malignant neoplasms of lymphoid and histiocytic tissue NOS	cancer
109823006	1219531013	Malignant overlapping lesion of tongue	cancer
188718006	289867014	Malignant plasma cell neoplasm, extramedullary plasmacytoma	cancer
83270006	138104014	Malignant pleural effusion	cancer
118614007	720161000006119	Malignant reticuloendotheliosis	cancer
118612006	445587010	Malignant reticulosis	cancer
416842003	2549374014	Malignant sacral teratoma	cancer
255052006	380059013	Malignant tumour of unknown origin	cancer
443487006	123978016	Mantle cell lymphoma	cancer
78745000	716861000006117	Mast cell disease	cancer
188666005	716911000006110	Mast cell malignancy of lymph nodes inguinal region and leg	cancer
188669003	289791013	Mast cell malignancy of lymph nodes of multiple sites	cancer
397009000	289783016	Mast cell malignancy of unspecified site	cancer
78745000	203313019	Mastocytosis	cancer
37373007	62349016	Meckel's diverticulum	cancer
37373007	313874017	Meckel's diverticulum NOS	cancer
188044004	880161000006114	Melanoma - head/neck	cancer
188067002	880191000006118	Melanoma - lower limb	cancer
109284008	880171000006119	Melanoma - trunk	cancer
269580008	880181000006116	Melanoma - upper limb	cancer
315230006	459719019	Melanoma in situ of back	cancer
315036008	459501013	Melanoma in situ of back of hand	cancer
109278005	711081000006111	Melanoma in situ of ear and external auricular canal	cancer
109274007	173823013	Melanoma in situ of eyelid, including canthus	cancer
109272006	173821010	Melanoma in situ of lip	cancer
109294003	711111000006117	Melanoma in situ of lower limb, including hip	cancer
109270003	711121000006113	Melanoma in situ of other and unspecified parts of face	cancer
109276009	173825018	Melanoma in situ of scalp	cancer
189324006	290856018	Melanoma in situ of scalp and neck	cancer
109266006	335843013	Melanoma in situ of skin	cancer
109284008	173833017	Melanoma in situ of trunk	cancer
109290007	711171000006114	Melanoma in situ of upper limb, including shoulder	cancer
127330008	711181000006112	Melanoma in situ, unspecified	cancer
93655004	880151000006112	Melanoma of skin	cancer
93655004	990551000006111	Melanoma of skin NOS	cancer
62064005	103180017	Mesothelioma	cancer
109383000	173941016	Mesothelioma of pericardium	cancer
109853004	174532014	Mesothelioma of peritoneum	cancer
254645002	705211000006111	Mesothelioma of pleura	cancer
269473008	704711000006119	Metastases of respiratory and/or digestive systems	cancer
118609008	1815061000006118	Mixed cellularity classical Hodgkin lymphoma	cancer
277622004	414252013	Mucosa-associated lymphoma	cancer
65399007	1815261000006114	Multifocal and unisystemic Langerhans-cell histiocytosis	cancer
109989006	344820010	Multiple myeloma	cancer
109989006	695561000006118	Multiple myeloma and immunoproliferative neoplasms	cancer
109989006	880801000006116	Multiple myeloma etc.	cancer
254659009	379246013	Multiple self-healing epithelioma of Ferguson-Smith	cancer
193209005	297584015	Myasthenic syndrome due to other malignancy	cancer
415112005	683191000006119	Myeloma - solitary	cancer
109989006	344819016	Myelomatosis	cancer
71985006	682691000006117	Myopathy due to malignant disease	cancer
255048006	680761000006117	Neo/uncertn+unknwn behav/lymph,h'matopetc+rel tiss,unspcf	cancer
126488004	291297012	Neoplasm of unspecified nature of skin	cancer
87364003	144849016	Neuroblastoma	cancer
118605002	2168431000000112	Nodular lymphocyte predominant Hodgkin lymphoma	cancer
269476000	673611000006113	Nodular lymphoma (Brill - Symmers disease)	cancer
269476000	289726014	Nodular lymphoma NOS	cancer
95186006	157686016	Nodular lymphoma of intra-abdominal lymph nodes	cancer
95188007	157688015	Nodular lymphoma of intrathoracic lymph nodes	cancer
188612002	289721016	Nodular lymphoma of lymph nodes of axilla and upper limb	cancer
188609000	289718018	Nodular lymphoma of lymph nodes of head, face and neck	cancer
188613007	673681000006118	Nodular lymphoma of lymph nodes of inguinal region and leg	cancer
